user_id,household_size,space_type,space_purpose,space_sqm,space_size_cat,style_pref,cooking_freq,laundry_pattern,media_pref,pet,budget_range,payment_pref,recommended_fridge_l,recommended_washer_kg,recommended_tv_inch,recommended_vacuum,recommended_oven,purchased_items
user_0257,1인,아파트,기타,72,큼,인더스트리얼,자주,주 2~3회,게임 중심,무,300~500만원,일시불,180,9,75.0,무선청소기,빌트인 오븐,"냉장고,세탁기,청소기,조리기기"
user_0258,3~4인,오피스텔,방,28,작음,모던,거의 안 함,주 2~3회,게임 중심,무,100만원대,일시불,350,10,65.0,무선청소기,전자레인지,"냉장고,세탁기,청소기"
user_0259,2인,주택,주방,140,큼,미니멀,가끔,주 2~3회,,무,300~500만원,일시불,300,8,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기"
user_0260,3~4인,아파트,거실,51,중간,모던,거의 안 함,주 2~3회,영화/OTT 중심,무,500만원 이상,혼합,300,9,55.0,로봇,전자레인지,"냉장고,세탁기,TV,공기청정기,식기세척기"
user_0261,3~4인,주택,전체,126,큼,모던,거의 안 함,주 1회,일반 TV 시청,무,100만원대,일시불,400,8,50.0,스틱,전자레인지,"냉장고,세탁기,TV"
user_0262,1인,오피스텔,방,40,중간,인더스트리얼,가끔,매일,일반 TV 시청,무,100만원대,렌탈,150,12,43.0,스틱,전자레인지+인덕션,"청소기,조리기기,식기세척기"
user_0263,2인,주택,기타,120,큼,모던,가끔,주 2~3회,일반 TV 시청,무,100만원대,혼합,300,8,50.0,스틱,전기오븐,"냉장고,세탁기,TV,청소기,식기세척기"
user_0264,1인,아파트,방,22,작음,내추럴,자주,주 2~3회,일반 TV 시청,무,300~500만원,일시불,150,8,43.0,무선청소기,컨벡션 오븐,"냉장고,세탁기,조리기기,식기세척기"
user_0265,3~4인,아파트,방,99,큼,모던,거의 안 함,주 1회,일반 TV 시청,유,300~500만원,일시불,400,8,43.0,로봇+스틱,전자레인지,"냉장고,세탁기,공기청정기"
user_0266,2인,아파트,기타,48,중간,클래식,거의 안 함,주 2~3회,영화/OTT 중심,유,300~500만원,일시불,200,8,65.0,로봇+스틱,전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0267,2인,오피스텔,드레스룸,35,중간,인더스트리얼,거의 안 함,주 2~3회,,무,200~300만원,일시불,250,10,,스틱,전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0268,5인 이상,주택,거실,150,큼,모던,거의 안 함,주 2~3회,게임 중심,무,200~300만원,일시불,400,9,75.0,로봇,전자레인지,"냉장고,세탁기,청소기"
user_0269,2인,오피스텔,주방,35,중간,미니멀,가끔,주 2~3회,,무,200~300만원,일시불,200,9,,스틱,전자레인지+인덕션,"냉장고,조리기기,공기청정기"
user_0270,1인,오피스텔,거실,33,중간,내추럴,거의 안 함,주 2~3회,영화/OTT 중심,유,300~500만원,일시불,200,8,55.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,청소기,공기청정기"
user_0271,1인,아파트,방,61,중간,모던,가끔,주 1회,게임 중심,유,200~300만원,렌탈,200,6,75.0,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,TV,조리기기,공기청정기"
user_0272,2인,아파트,전체,59,중간,클래식,거의 안 함,주 2~3회,일반 TV 시청,유,500만원 이상,아직 잘 모름,250,9,55.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,청소기,공기청정기"
user_0273,1인,주택,드레스룸,92,큼,모던,거의 안 함,주 1회,,무,200~300만원,일시불,180,6,,로봇,전자레인지,"냉장고,청소기"
user_0274,2인,아파트,기타,70,큼,모던,자주,매일,게임 중심,유,200~300만원,렌탈,250,10,55.0,스틱(펫모드),빌트인 오븐,"냉장고,세탁기,TV,청소기,공기청정기"
user_0275,1인,아파트,기타,92,큼,미니멀,가끔,매일,영화/OTT 중심,무,200~300만원,일시불,150,12,65.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV"
user_0276,1인,원룸,,21,작음,미니멀,거의 안 함,주 2~3회,영화/OTT 중심,무,500만원 이상,일시불,180,8,55.0,로봇,전자레인지,"냉장고,세탁기,TV,청소기,식기세척기"
user_0277,1인,오피스텔,드레스룸,33,중간,미니멀,가끔,주 2~3회,,유,200~300만원,일시불,180,10,,로봇+스틱,전자레인지+인덕션,"냉장고,세탁기,청소기,공기청정기,식기세척기"
user_0278,5인 이상,아파트,방,72,큼,모던,거의 안 함,주 2~3회,일반 TV 시청,무,500만원 이상,일시불,400,8,43.0,무선청소기,전자레인지,"세탁기,TV,식기세척기"
user_0279,2인,아파트,전체,48,중간,내추럴,자주,주 2~3회,게임 중심,무,200~300만원,렌탈,250,8,75.0,로봇,빌트인 오븐,"냉장고,세탁기,TV,청소기,조리기기,공기청정기"
user_0280,5인 이상,아파트,거실,43,중간,인더스트리얼,자주,주 1회,일반 TV 시청,무,500만원 이상,렌탈,450,6,50.0,로봇,빌트인 오븐,"냉장고,세탁기,건조기,청소기"
user_0281,2인,아파트,거실,61,중간,내추럴,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,일시불,200,10,50.0,스틱,전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0282,3~4인,아파트,드레스룸,55,중간,미니멀,가끔,주 1회,,유,100만원대,일시불,350,7,,로봇+스틱,전기오븐,"냉장고,세탁기,조리기기,공기청정기"
user_0283,1인,아파트,드레스룸,75,큼,모던,거의 안 함,주 2~3회,,무,200~300만원,일시불,200,9,,스틱,전자레인지,"냉장고,세탁기,청소기"
user_0284,2인,원룸,,17,작음,미니멀,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,일시불,300,7,55.0,무선청소기,전자레인지,"냉장고,세탁기,청소기,식기세척기"
user_0285,1인,아파트,드레스룸,60,중간,미니멀,거의 안 함,주 2~3회,,무,200~300만원,일시불,180,10,,스틱,전자레인지,"냉장고,세탁기,공기청정기"
user_0286,2인,기타,전체,64,중간,내추럴,가끔,주 2~3회,일반 TV 시청,유,500만원 이상,일시불,300,8,43.0,스틱(펫모드),전자레인지+인덕션,"냉장고,TV,청소기,조리기기,식기세척기"
user_0287,2인,아파트,주방,61,중간,클래식,자주,주 2~3회,,무,100만원대,일시불,250,8,,스틱,전자레인지+인덕션,"냉장고,세탁기"
user_0288,2인,아파트,서재,38,중간,미니멀,자주,주 2~3회,게임 중심,무,300~500만원,일시불,200,8,65.0,로봇,컨벡션 오븐,"냉장고,세탁기,TV,청소기"
user_0289,1인,주택,기타,108,큼,모던,가끔,주 1회,일반 TV 시청,무,500만원 이상,일시불,150,6,43.0,스틱,전자레인지+인덕션,"냉장고,TV,청소기"
user_0290,2인,기타,거실,37,중간,내추럴,자주,주 1회,영화/OTT 중심,유,100만원대,일시불,250,6,65.0,스틱(펫모드),빌트인 오븐,"냉장고,세탁기,청소기,조리기기"
user_0291,1인,아파트,거실,78,큼,내추럴,거의 안 함,주 1회,일반 TV 시청,무,100만원대,아직 잘 모름,150,6,50.0,스틱,전자레인지,"냉장고,TV,청소기,공기청정기"
user_0292,1인,아파트,기타,80,큼,미니멀,가끔,주 2~3회,영화/OTT 중심,무,100만원대,아직 잘 모름,180,10,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기,공기청정기"
user_0293,1인,오피스텔,방,33,중간,미니멀,자주,주 1회,영화/OTT 중심,무,300~500만원,아직 잘 모름,150,8,65.0,스틱,빌트인 오븐,"냉장고,공기청정기"
user_0294,2인,기타,기타,89,큼,모던,거의 안 함,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,200,8,65.0,무선청소기,전자레인지,"냉장고,세탁기,TV,청소기"
user_0295,3~4인,아파트,전체,75,큼,인더스트리얼,거의 안 함,주 2~3회,영화/OTT 중심,유,100만원대,아직 잘 모름,400,10,65.0,로봇+스틱,전자레인지,"냉장고,세탁기,공기청정기"
user_0296,2인,주택,주방,20,작음,클래식,가끔,매일,,무,300~500만원,일시불,250,10,,스틱,전기오븐,"냉장고,세탁기,조리기기"
user_0297,1인,아파트,드레스룸,44,중간,클래식,가끔,주 1회,,유,200~300만원,일시불,200,6,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,조리기기,공기청정기,식기세척기"
user_0298,1인,아파트,주방,90,큼,모던,가끔,주 1회,,무,100만원대,일시불,150,7,,로봇,전자레인지+인덕션,"냉장고,청소기"
user_0299,2인,원룸,,21,작음,인더스트리얼,가끔,주 2~3회,영화/OTT 중심,무,500만원 이상,일시불,200,8,50.0,스틱,전자레인지+인덕션,"냉장고,TV,식기세척기"
user_0300,2인,오피스텔,방,36,중간,모던,자주,주 1회,일반 TV 시청,무,300~500만원,일시불,200,6,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,공기청정기"
user_0301,1인,아파트,거실,63,중간,내추럴,가끔,주 2~3회,일반 TV 시청,무,300~500만원,일시불,200,8,43.0,무선청소기,전자레인지+인덕션,"냉장고,청소기,조리기기"
user_0302,1인,아파트,서재,85,큼,모던,가끔,주 1회,일반 TV 시청,유,200~300만원,렌탈,200,7,55.0,로봇+스틱,전자레인지+인덕션,"TV,청소기,조리기기,공기청정기"
user_0303,2인,원룸,,19,작음,미니멀,거의 안 함,주 1회,일반 TV 시청,무,300~500만원,렌탈,250,6,43.0,스틱,전자레인지,"세탁기,TV"
user_0304,2인,아파트,드레스룸,62,중간,모던,거의 안 함,주 2~3회,,무,300~500만원,아직 잘 모름,300,8,,무선청소기,전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0305,2인,아파트,거실,60,중간,클래식,거의 안 함,주 2~3회,영화/OTT 중심,무,500만원 이상,아직 잘 모름,250,8,65.0,스틱,전자레인지,"냉장고,세탁기"
user_0306,3~4인,아파트,기타,74,큼,내추럴,가끔,주 2~3회,영화/OTT 중심,무,300~500만원,아직 잘 모름,300,10,55.0,로봇,전기오븐,"냉장고,조리기기,공기청정기"
user_0307,3~4인,원룸,,23,작음,모던,가끔,주 2~3회,일반 TV 시청,무,500만원 이상,일시불,300,9,50.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,건조기,TV,청소기,조리기기"
user_0308,1인,주택,서재,82,큼,내추럴,가끔,주 2~3회,영화/OTT 중심,무,300~500만원,아직 잘 모름,200,10,55.0,스틱,전기오븐,"세탁기,청소기"
user_0309,5인 이상,아파트,드레스룸,54,중간,미니멀,자주,주 1회,,무,300~500만원,일시불,450,8,,스틱,전자레인지+인덕션,"냉장고,세탁기,건조기,청소기,조리기기"
user_0310,2인,아파트,전체,72,큼,인더스트리얼,거의 안 함,주 1회,영화/OTT 중심,무,100만원대,일시불,250,6,50.0,스틱,전자레인지,"냉장고,세탁기,청소기,식기세척기"
user_0311,1인,아파트,방,69,중간,내추럴,가끔,주 1회,일반 TV 시청,유,300~500만원,렌탈,150,6,43.0,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,조리기기,공기청정기"
user_0312,1인,오피스텔,기타,27,작음,클래식,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,아직 잘 모름,150,7,55.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0313,3~4인,주택,주방,99,큼,인더스트리얼,가끔,주 1회,,무,200~300만원,렌탈,350,6,,스틱,전기오븐,"냉장고,세탁기,조리기기"
user_0314,1인,아파트,방,59,중간,모던,가끔,주 1회,영화/OTT 중심,무,300~500만원,혼합,200,7,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기,공기청정기"
user_0315,1인,주택,방,102,큼,인더스트리얼,자주,주 1회,일반 TV 시청,무,100만원대,일시불,150,8,43.0,무선청소기,빌트인 오븐,"냉장고,세탁기,TV,청소기,조리기기"
user_0316,1인,아파트,기타,32,중간,모던,가끔,주 1회,영화/OTT 중심,무,200~300만원,아직 잘 모름,200,7,55.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기"
user_0317,3~4인,기타,전체,32,중간,클래식,거의 안 함,주 2~3회,영화/OTT 중심,유,500만원 이상,일시불,400,9,50.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,청소기"
user_0318,1인,원룸,,18,작음,모던,자주,주 1회,게임 중심,무,500만원 이상,아직 잘 모름,200,8,55.0,스틱,빌트인 오븐,"냉장고,청소기,식기세척기"
user_0319,2인,아파트,전체,108,큼,클래식,거의 안 함,주 1회,일반 TV 시청,무,200~300만원,렌탈,200,6,50.0,스틱,전자레인지,"냉장고,세탁기"
user_0320,1인,원룸,,15,작음,모던,거의 안 함,매일,일반 TV 시청,무,500만원 이상,일시불,180,12,55.0,로봇,전자레인지,세탁기
user_0321,2인,아파트,서재,89,큼,모던,거의 안 함,매일,일반 TV 시청,무,300~500만원,혼합,200,12,43.0,로봇,전자레인지,"냉장고,세탁기,TV,공기청정기,식기세척기"
user_0322,2인,아파트,방,35,중간,내추럴,가끔,주 1회,영화/OTT 중심,무,300~500만원,일시불,300,7,55.0,로봇,전기오븐,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0323,1인,아파트,방,58,중간,내추럴,거의 안 함,주 2~3회,영화/OTT 중심,유,300~500만원,일시불,150,8,50.0,로봇+스틱,전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0324,1인,원룸,,23,작음,모던,가끔,주 1회,영화/OTT 중심,무,100만원대,아직 잘 모름,150,7,55.0,무선청소기,전자레인지+인덕션,"냉장고,청소기"
user_0325,2인,아파트,드레스룸,60,중간,미니멀,자주,주 1회,,무,200~300만원,아직 잘 모름,200,6,,스틱,빌트인 오븐,"냉장고,청소기,조리기기,공기청정기,식기세척기"
user_0326,3~4인,원룸,,22,작음,미니멀,거의 안 함,매일,영화/OTT 중심,무,200~300만원,아직 잘 모름,350,12,65.0,스틱,전자레인지,"냉장고,세탁기,TV"
user_0327,2인,주택,주방,45,중간,내추럴,거의 안 함,주 2~3회,,유,100만원대,일시불,250,9,,스틱(펫모드),전자레인지,"냉장고,세탁기,식기세척기"
user_0328,2인,주택,전체,126,큼,내추럴,거의 안 함,주 1회,일반 TV 시청,무,100만원대,아직 잘 모름,250,8,50.0,스틱,전자레인지,"냉장고,세탁기"
user_0329,3~4인,오피스텔,서재,39,중간,내추럴,가끔,주 1회,영화/OTT 중심,유,200~300만원,일시불,350,6,55.0,스틱(펫모드),전기오븐,"냉장고,세탁기,TV,청소기,조리기기,공기청정기,식기세척기"
user_0330,2인,주택,드레스룸,125,큼,미니멀,거의 안 함,매일,,무,100만원대,일시불,300,12,,스틱,전자레인지,"냉장고,세탁기"
user_0331,1인,오피스텔,주방,35,중간,모던,자주,주 2~3회,,무,100만원대,렌탈,180,9,,스틱,빌트인 오븐,"세탁기,청소기,조리기기"
user_0332,1인,아파트,주방,58,중간,클래식,자주,주 2~3회,,무,300~500만원,일시불,150,9,,무선청소기,빌트인 오븐,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0333,3~4인,주택,거실,155,큼,모던,거의 안 함,주 2~3회,일반 TV 시청,무,500만원 이상,혼합,350,8,50.0,로봇,전자레인지,"냉장고,세탁기,TV"
user_0334,2인,아파트,방,91,큼,미니멀,가끔,주 1회,일반 TV 시청,유,100만원대,일시불,250,6,43.0,스틱(펫모드),전자레인지+인덕션,"세탁기,청소기,조리기기,공기청정기,식기세척기"
user_0335,5인 이상,원룸,,12,작음,클래식,거의 안 함,주 2~3회,영화/OTT 중심,무,100만원대,일시불,500,9,50.0,무선청소기,전자레인지,"냉장고,청소기"
user_0336,2인,오피스텔,전체,30,중간,미니멀,가끔,주 2~3회,일반 TV 시청,무,300~500만원,일시불,200,10,43.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,공기청정기"
user_0337,3~4인,아파트,전체,95,큼,내추럴,자주,주 1회,영화/OTT 중심,무,300~500만원,아직 잘 모름,350,7,55.0,로봇,전자레인지+인덕션,"냉장고,세탁기,건조기,청소기,공기청정기"
user_0338,1인,아파트,거실,49,중간,인더스트리얼,자주,주 2~3회,게임 중심,무,200~300만원,렌탈,150,9,75.0,스틱,빌트인 오븐,"세탁기,청소기,조리기기,식기세척기"
user_0339,5인 이상,아파트,방,69,중간,내추럴,거의 안 함,주 1회,일반 TV 시청,무,200~300만원,일시불,400,8,43.0,로봇,전자레인지,"세탁기,청소기"
user_0340,1인,주택,방,118,큼,인더스트리얼,거의 안 함,주 1회,일반 TV 시청,무,100만원대,일시불,150,7,43.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0341,3~4인,아파트,기타,80,큼,미니멀,거의 안 함,주 2~3회,영화/OTT 중심,무,300~500만원,일시불,350,9,50.0,무선청소기,전자레인지,"냉장고,세탁기,TV,청소기,식기세척기"
user_0342,1인,아파트,전체,88,큼,클래식,가끔,주 2~3회,영화/OTT 중심,유,200~300만원,혼합,200,8,55.0,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0343,3~4인,아파트,전체,60,중간,미니멀,자주,주 1회,영화/OTT 중심,무,100만원대,렌탈,400,8,50.0,스틱,빌트인 오븐,"냉장고,세탁기,TV,공기청정기"
user_0344,2인,아파트,방,38,중간,미니멀,자주,주 2~3회,일반 TV 시청,무,200~300만원,혼합,250,10,43.0,무선청소기,빌트인 오븐,"세탁기,TV,청소기,공기청정기"
user_0345,1인,주택,드레스룸,62,중간,모던,거의 안 함,매일,,무,200~300만원,렌탈,150,12,,무선청소기,전자레인지,"냉장고,청소기"
user_0346,2인,주택,방,94,큼,내추럴,가끔,주 1회,일반 TV 시청,무,200~300만원,일시불,250,7,43.0,스틱,전기오븐,"냉장고,세탁기"
user_0347,2인,오피스텔,거실,34,중간,클래식,자주,주 2~3회,영화/OTT 중심,무,500만원 이상,렌탈,200,10,55.0,스틱,컨벡션 오븐,"냉장고,세탁기,TV,조리기기"
user_0348,2인,원룸,,27,작음,모던,자주,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,250,10,55.0,스틱,빌트인 오븐,"냉장고,세탁기,청소기,조리기기,식기세척기"
user_0349,1인,주택,서재,89,큼,클래식,거의 안 함,주 2~3회,영화/OTT 중심,유,200~300만원,일시불,150,9,55.0,로봇+스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0350,5인 이상,오피스텔,전체,26,작음,모던,거의 안 함,주 2~3회,영화/OTT 중심,무,300~500만원,일시불,400,9,50.0,로봇,전자레인지,"냉장고,세탁기,공기청정기,식기세척기"
user_0351,3~4인,아파트,거실,83,큼,클래식,가끔,매일,영화/OTT 중심,무,100만원대,일시불,400,10,55.0,스틱,전기오븐,"냉장고,세탁기,TV,조리기기,공기청정기"
user_0352,3~4인,주택,서재,96,큼,모던,가끔,주 1회,영화/OTT 중심,무,200~300만원,일시불,350,6,55.0,무선청소기,전기오븐,"냉장고,세탁기,청소기"
user_0353,1인,오피스텔,기타,33,중간,인더스트리얼,가끔,주 2~3회,게임 중심,무,300~500만원,일시불,180,9,75.0,스틱,전기오븐,"냉장고,청소기,조리기기,식기세척기"
user_0354,5인 이상,아파트,기타,90,큼,미니멀,거의 안 함,매일,일반 TV 시청,무,300~500만원,일시불,450,12,50.0,무선청소기,전자레인지,"냉장고,세탁기,건조기,TV"
user_0355,2인,아파트,주방,57,중간,미니멀,가끔,주 2~3회,,무,200~300만원,일시불,300,8,,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0356,1인,아파트,전체,42,중간,모던,가끔,주 2~3회,영화/OTT 중심,무,300~500만원,아직 잘 모름,150,9,65.0,로봇,전자레인지+인덕션,"냉장고,세탁기,TV,식기세척기"
user_0357,1인,아파트,거실,57,중간,인더스트리얼,자주,주 1회,영화/OTT 중심,무,500만원 이상,일시불,150,7,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기"
user_0358,1인,아파트,거실,76,큼,미니멀,거의 안 함,주 2~3회,영화/OTT 중심,유,200~300만원,아직 잘 모름,150,9,55.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0359,1인,주택,기타,84,큼,미니멀,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,렌탈,200,9,43.0,무선청소기,전자레인지,"냉장고,세탁기,TV"
user_0360,3~4인,아파트,서재,86,큼,모던,거의 안 함,주 2~3회,게임 중심,유,200~300만원,일시불,300,9,75.0,로봇+스틱,전자레인지,"냉장고,TV,청소기,공기청정기"
user_0361,2인,아파트,드레스룸,61,중간,미니멀,거의 안 함,주 2~3회,,무,200~300만원,일시불,250,8,,로봇,전자레인지,"냉장고,청소기,식기세척기"
user_0362,1인,아파트,거실,85,큼,클래식,거의 안 함,주 1회,영화/OTT 중심,무,300~500만원,일시불,200,6,55.0,로봇,전자레인지,"냉장고,TV,청소기"
user_0363,3~4인,기타,거실,53,중간,내추럴,가끔,주 1회,영화/OTT 중심,무,100만원대,일시불,350,7,50.0,로봇,전기오븐,"냉장고,세탁기,TV"
user_0364,2인,아파트,서재,47,중간,미니멀,거의 안 함,주 1회,게임 중심,무,200~300만원,일시불,200,8,75.0,로봇,전자레인지,"냉장고,세탁기"
user_0365,1인,주택,방,103,큼,미니멀,거의 안 함,주 2~3회,일반 TV 시청,무,300~500만원,일시불,200,8,55.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0366,1인,아파트,주방,81,큼,내추럴,자주,주 1회,,유,500만원 이상,일시불,150,6,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기,공기청정기,식기세척기"
user_0367,3~4인,오피스텔,주방,36,중간,모던,가끔,주 2~3회,,무,300~500만원,아직 잘 모름,350,9,,로봇,전기오븐,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0368,3~4인,아파트,기타,35,중간,인더스트리얼,거의 안 함,주 1회,일반 TV 시청,유,300~500만원,렌탈,400,8,55.0,로봇+스틱,전자레인지,"냉장고,공기청정기,식기세척기"
user_0369,3~4인,오피스텔,거실,48,중간,모던,자주,주 2~3회,게임 중심,무,100만원대,일시불,350,10,75.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기,공기청정기"
user_0370,5인 이상,아파트,드레스룸,87,큼,내추럴,거의 안 함,매일,,무,200~300만원,렌탈,450,12,,스틱,전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0371,1인,아파트,주방,74,큼,인더스트리얼,자주,주 2~3회,,무,200~300만원,일시불,150,10,,스틱,컨벡션 오븐,"냉장고,세탁기,청소기,조리기기"
user_0372,3~4인,아파트,주방,51,중간,내추럴,거의 안 함,주 2~3회,,무,300~500만원,일시불,350,9,,로봇,전자레인지,"냉장고,세탁기,건조기,청소기"
user_0373,3~4인,원룸,,18,작음,인더스트리얼,거의 안 함,주 1회,게임 중심,유,100만원대,아직 잘 모름,350,6,75.0,스틱(펫모드),전자레인지,"세탁기,TV,식기세척기"
user_0374,2인,아파트,드레스룸,40,중간,내추럴,가끔,주 2~3회,,무,100만원대,일시불,250,10,,무선청소기,전자레인지+인덕션,"냉장고,조리기기"
user_0375,1인,아파트,주방,32,중간,클래식,거의 안 함,주 2~3회,,무,200~300만원,아직 잘 모름,150,8,,스틱,전자레인지,"냉장고,세탁기,청소기"
user_0376,1인,원룸,,24,작음,모던,자주,주 2~3회,영화/OTT 중심,무,100만원대,일시불,150,10,65.0,스틱,빌트인 오븐,"냉장고,세탁기,TV,청소기"
user_0377,3~4인,아파트,기타,74,큼,내추럴,자주,주 1회,영화/OTT 중심,무,500만원 이상,일시불,350,6,55.0,스틱,전자레인지+인덕션,"세탁기,TV,청소기"
user_0378,1인,원룸,,16,작음,모던,가끔,매일,영화/OTT 중심,무,200~300만원,아직 잘 모름,180,12,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기"
user_0379,1인,아파트,방,45,중간,미니멀,가끔,주 2~3회,일반 TV 시청,무,100만원대,일시불,150,8,43.0,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0380,1인,아파트,서재,66,중간,모던,가끔,주 2~3회,게임 중심,무,500만원 이상,일시불,180,9,75.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,청소기"
user_0381,1인,주택,주방,110,큼,클래식,가끔,주 2~3회,,유,200~300만원,일시불,150,10,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0382,2인,아파트,방,57,중간,모던,자주,주 2~3회,일반 TV 시청,무,300~500만원,일시불,250,9,43.0,무선청소기,빌트인 오븐,"냉장고,청소기"
user_0383,3~4인,아파트,전체,81,큼,모던,거의 안 함,주 2~3회,영화/OTT 중심,무,300~500만원,일시불,300,9,55.0,무선청소기,전자레인지,"냉장고,세탁기,TV,청소기"
user_0384,1인,아파트,거실,68,중간,모던,거의 안 함,주 1회,일반 TV 시청,무,100만원대,일시불,200,7,50.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기,공기청정기,식기세척기"
user_0385,5인 이상,주택,거실,133,큼,클래식,거의 안 함,주 1회,영화/OTT 중심,유,300~500만원,아직 잘 모름,450,7,55.0,로봇+스틱,전자레인지,"냉장고,세탁기,TV,식기세척기"
user_0386,2인,아파트,주방,83,큼,미니멀,자주,주 1회,,무,500만원 이상,일시불,250,7,,스틱,빌트인 오븐,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0387,1인,아파트,전체,57,중간,미니멀,거의 안 함,주 2~3회,일반 TV 시청,무,100만원대,렌탈,180,8,43.0,로봇,전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0388,5인 이상,오피스텔,주방,20,작음,미니멀,가끔,주 1회,,무,200~300만원,렌탈,450,8,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,공기청정기,식기세척기"
user_0389,1인,오피스텔,서재,41,중간,클래식,거의 안 함,주 2~3회,영화/OTT 중심,무,100만원대,아직 잘 모름,180,9,55.0,스틱,전자레인지,"냉장고,세탁기,청소기,공기청정기,식기세척기"
user_0390,1인,원룸,,26,작음,인더스트리얼,거의 안 함,주 2~3회,일반 TV 시청,무,100만원대,일시불,150,10,50.0,스틱,전자레인지,"냉장고,세탁기,TV,식기세척기"
user_0391,5인 이상,오피스텔,주방,28,작음,모던,가끔,주 1회,,무,100만원대,일시불,500,7,,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0392,1인,기타,전체,31,중간,미니멀,가끔,주 2~3회,영화/OTT 중심,무,500만원 이상,아직 잘 모름,150,9,65.0,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0393,1인,오피스텔,서재,39,중간,내추럴,거의 안 함,주 1회,영화/OTT 중심,무,100만원대,일시불,200,8,55.0,스틱,전자레인지,"냉장고,TV"
user_0394,1인,주택,주방,74,큼,미니멀,자주,주 2~3회,,유,100만원대,렌탈,200,9,,로봇+스틱,빌트인 오븐,"냉장고,세탁기,조리기기"
user_0395,3~4인,아파트,기타,63,중간,인더스트리얼,자주,주 1회,일반 TV 시청,무,300~500만원,일시불,400,8,43.0,무선청소기,빌트인 오븐,"냉장고,세탁기,TV,청소기,조리기기,공기청정기,식기세척기"
user_0396,1인,오피스텔,거실,39,중간,모던,거의 안 함,매일,게임 중심,무,200~300만원,렌탈,150,10,65.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기,공기청정기,식기세척기"
user_0397,5인 이상,원룸,,23,작음,내추럴,거의 안 함,주 2~3회,영화/OTT 중심,무,300~500만원,일시불,500,8,55.0,스틱,전자레인지,"냉장고,세탁기,청소기"
user_0398,2인,주택,방,112,큼,내추럴,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,일시불,250,8,50.0,로봇,전자레인지,"냉장고,세탁기,TV,청소기"
user_0399,1인,아파트,서재,67,중간,모던,가끔,주 1회,영화/OTT 중심,무,500만원 이상,아직 잘 모름,180,6,50.0,스틱,전기오븐,"냉장고,세탁기,조리기기,공기청정기"
